,Z_HAI,Z_LU,Z_DR,Z_LI,Z_GT,Z_DAV,Z_I,Z_LP,Z_NL,Z_LA,Z_DMR,Z_1960C,FAC_1,FAC_2,FAC_3,SoRI
933019102,-0.802076,1.232248,0.904595,1.020862,1.10953,-0.984617,0.352469,1.846322,-0.333001,0.638526,0.213602,0.110817,0.59656,1.01123,-0.71061,-0.752449
933019103,-0.359693,1.480336,0.100076,-0.141321,0.856247,-0.287709,-0.114333,0.060498,0.418276,-0.502203,0.907543,0.644065,0.5796,0.23292,0.15284,-0.37972
933019104,-0.949237,0.036568,0.903964,0.588645,0.932232,-1.101696,0.383,0.880613,0.039185,1.729844,0.489807,-0.841527,0.09056,1.01979,-1.20134,-0.533232
933019200,-0.507667,0.483855,-0.016293,0.59825,0.95756,-0.52651,0.022607,-0.033956,-0.385172,-0.432524,1.125315,0.69125,0.2719,0.43905,-0.05368,-0.305937
933020000,-0.157735,0.969115,-0.297488,-0.371837,0.02041,-0.338357,0.313271,0.050815,0.646798,-0.73554,0.272252,0.173801,0.48089,-0.32558,-0.00687,-0.150054
933020100,-0.12348,-1.062195,0.013133,-1.101803,-0.308858,-0.210002,-1.05459,1.131459,-0.831597,0.471252,-0.315619,2.119601,-1.02698,0.89125,0.42112,0.296939
933020200,-0.4074,-0.376957,0.103875,0.137218,0.071067,-1.1109,0.08654,0.581688,-0.533879,0.556916,2.683363,-0.762577,-0.56743,1.10922,-0.88303,-0.171015
933020300,0.305074,-0.780957,-0.262366,-0.439071,-0.486157,-0.148234,-0.851028,0.057015,-0.478687,-0.742912,0.766575,2.75577,-0.5941,0.6126,1.17508,0.239729
933020401,-0.84098,2.729232,1.425793,0.59825,-0.004918,-1.230315,1.1069,0.619279,-0.470157,0.562934,2.061443,0.168949,0.5362,1.59983,-0.34221,-0.883124
933020402,-0.866896,0.245257,2.100529,0.915209,0.678948,-0.650712,1.561971,0.536918,-0.332396,1.371238,0.070462,0.753283,0.53762,1.37758,-0.12134,-0.782902
933020501,-0.967628,0.979585,1.765107,1.203353,0.602963,-0.75885,0.708997,1.679049,-0.721678,1.540603,1.236488,0.599915,0.29255,2.03939,-0.29339,-0.897194
933020502,-0.818753,0.318952,1.099267,0.348524,1.286829,-1.013956,0.418767,0.038558,-0.286362,1.997629,0.244743,0.100361,0.04731,1.19871,-0.73115,-0.520343
933020600,-0.669355,-0.185551,1.15739,0.33892,-0.815426,-1.434953,0.05307,1.199975,-0.844169,-0.005741,1.166908,-0.055185,-0.52397,1.16379,-0.76852,-0.201098
933020700,-0.767385,-0.97785,1.285081,-0.006854,0.349679,-1.333513,-0.610457,0.09836,-0.711381,1.763469,2.595272,0.380334,-1.0263,2.10018,-0.61934,-0.235252
933020800,-0.057962,-0.867882,0.549647,-0.362232,-0.967396,0.037935,-0.815859,-0.623063,-0.865983,1.595889,-0.549686,1.903177,-1.10369,1.13016,0.74426,0.291266
933020900,0.09254,-1.310757,-0.404065,-1.072989,-0.359515,-0.405347,-0.561016,-0.31702,-0.878958,-0.081368,1.792193,0.797416,-1.18015,0.65603,0.08717,0.425395
933021000,-0.383895,0.235844,0.734597,-0.21816,-0.28353,-0.449506,-0.098193,0.359024,-0.55912,0.121814,0.821059,1.710784,-0.28877,1.09532,0.47785,-0.169683
933022000,-0.26974,2.039911,0.62785,-0.47749,-0.334187,0.365748,0.550287,0.668031,0.688498,0.399703,2.379678,0.873325,0.49899,1.22398,0.82299,-0.605763
933022101,0.356645,0.26322,-0.968918,-1.25548,-0.612799,0.283962,-0.808006,-1.688009,-0.822626,0.587592,-0.457857,3.058183,-0.88843,0.39234,1.44606,0.505848
933022103,0.608083,-0.472123,-0.897938,-0.487095,0.096395,0.537481,-1.007891,-0.527678,-0.234584,-0.801886,-1.046901,1.838958,-0.2673,-0.52127,1.01278,0.43643
933022104,-0.200619,1.160329,0.241523,0.406153,0.349679,0.552754,1.159998,0.622293,1.527789,-0.387335,-0.650712,0.462524,1.4395,-0.42785,0.57355,-0.573644
933022201,-0.399584,0.667595,0.029331,0.444573,0.324351,-0.011756,0.802872,0.825471,0.114281,-0.122509,-0.378088,0.772642,0.65645,0.11074,0.19354,-0.374865
933022202,-0.304867,-0.349106,-0.905691,0.454177,-0.486157,-0.745103,0.831646,-0.654036,0.03571,-0.076253,1.178513,-0.521857,-0.06014,-0.12037,-0.48071,0.022027
933022301,-0.508568,1.746001,0.364089,0.425363,0.400336,-0.569032,0.793824,0.598203,0.060535,-0.914648,1.361043,-0.625877,0.76118,0.18252,-0.44785,-0.526677
933022302,-0.631846,1.775417,1.002651,1.39545,0.602963,-0.29128,2.077056,0.457388,0.95731,-0.546333,0.569284,0.488484,1.75966,0.22971,0.30251,-1.005192
933022401,-0.997351,0.715661,1.307319,1.846876,1.033545,-0.861123,2.397589,0.632126,0.43867,1.724879,0.487571,-0.579726,1.22074,0.98021,-0.71491,-1.082235
933022402,-0.969459,1.105329,1.89197,1.731618,1.210844,0.114583,2.230275,0.75224,1.250019,1.28506,0.234651,0.797416,1.81135,1.03648,0.43511,-1.298122
933022501,-0.157648,0.314453,-0.318717,0.482992,0.223037,0.50452,-0.054006,-0.493567,0.444672,-0.482734,-0.826851,0.732537,0.54111,-0.49085,0.54975,-0.064991
933022502,-0.68978,0.621652,0.1354,0.953628,-0.055575,-0.904431,1.945081,0.889876,0.304528,0.796956,-1.141384,-0.540782,0.82622,-0.05281,-0.81586,-0.520776
933022602,-0.173715,1.263036,0.442213,0.233267,0.223037,0.241643,0.37808,-0.574234,0.009197,-0.786596,-0.080262,0.578973,0.61488,-0.12557,0.49165,-0.237937
933022603,-0.979337,0.786691,0.570699,2.298303,1.134859,-0.935634,2.118669,0.044887,1.236159,0.466974,4.045695,-0.866063,1.4535,1.12189,-0.46272,-1.230589
933022604,-1.117782,0.325274,2.157223,2.336722,0.65362,-1.048957,4.777221,0.15941,0.729995,1.238878,0.716654,-0.486107,1.94003,0.84988,-0.50612,-1.406239
933022701,-1.268022,2.372229,2.97487,3.220365,1.134859,-1.516819,7.230659,0.724677,0.996163,1.475011,1.110315,-0.271357,3.31075,1.28138,-0.39927,-2.290703
933022702,-0.888135,0.347797,1.153519,1.068886,0.425664,-1.176184,2.384898,-0.055962,0.736215,1.368907,1.791262,-0.659952,0.84368,1.01083,-0.69382,-0.885112
933022802,-0.052529,-0.48008,0.080668,-0.285394,0.096395,0.412576,-0.06542,0.106512,0.127458,-0.849065,0.953502,1.285627,0.05207,0.21775,0.77156,-0.019631
933022803,-0.973468,1.176648,1.822088,2.106206,0.80559,-0.855873,3.160385,-0.320499,0.839056,0.798957,0.027511,-0.698284,1.81082,0.3887,-0.50462,-1.176067
933022804,-0.719271,0.779355,0.404061,0.83837,0.248366,-0.747957,1.201352,1.404501,0.324628,1.517745,0.764288,-0.325643,0.52444,1.00727,-0.61605,-0.701481
933022900,-0.209132,0.358687,0.233352,-0.170136,0.501649,-0.139094,-0.024835,0.75,0.177263,-0.173009,1.364833,0.560201,0.17555,0.60338,0.14962,-0.288161
933023001,0.403278,0.097744,-0.953943,-0.429466,-0.359515,0.024161,-0.407841,0.157638,-0.279041,-0.828381,-1.392402,-0.637084,-0.18833,-1.029,-0.34089,0.421582
933023002,-0.632398,-0.133079,1.028479,0.473387,0.552306,-0.160473,0.268432,0.813435,0.72012,1.415107,-0.385072,-0.396841,0.37795,0.59281,-0.44046,-0.459089
933023100,0.682665,-0.526101,-0.742296,0.434968,-0.764769,0.901313,0.179351,-0.736388,0.453127,-0.671523,0.467942,0.294857,0.14461,-0.49792,0.93691,0.19567
933023200,0.553373,-0.432653,-0.67489,-0.4967,0.02041,0.532194,-0.167177,-0.376629,-0.201323,-0.669195,-0.330643,-0.136848,-0.18668,-0.66942,0.22332,0.357731
933023300,-0.213171,-0.3537,0.094444,-0.054878,0.476321,0.004729,0.253429,0.421603,0.326002,-0.800302,-0.292144,1.097775,0.40804,-0.16837,0.35378,-0.125465
933023400,0.112936,0.527982,-0.712767,0.137218,-0.308858,0.010622,0.083565,0.215491,-0.231025,-0.755301,-1.006657,0.443603,0.19545,-0.56413,0.16183,0.106404
933023502,-0.196842,0.368099,-0.677898,-0.679191,-0.486157,-0.738392,0.083823,0.819466,-0.079396,-0.195299,0.881451,-0.382401,-0.29627,0.11029,-0.59417,0.058472
933023503,-0.972771,0.48914,1.702849,1.212958,1.286829,-1.51977,0.286283,0.083333,-0.157631,1.94039,0.170518,-0.800667,0.25338,1.20663,-1.261,-0.693105
933023504,-0.829881,1.263737,0.669571,0.81916,0.425664,-1.268974,1.473581,0.324282,-0.221691,1.092881,-0.034359,-1.044819,0.53859,0.49551,-1.17104,-0.592563
933023600,0.83677,-0.563754,-1.148283,-0.535119,-0.258202,0.998668,-0.871966,-0.628367,-0.202179,-1.35264,-0.147773,-0.236166,-0.35427,-1.02258,0.49581,0.600965
933023700,-0.333195,1.3494,0.233106,0.761532,0.172381,-0.22268,0.473508,0.534828,0.082686,0.212575,0.898596,-0.476674,0.52492,0.44891,-0.2268,-0.466065
933023801,-0.107819,-0.525319,-0.621232,-0.343023,-0.106231,0.069795,0.082754,-0.509427,0.262229,-0.546333,0.260231,1.00369,-0.02123,-0.23666,0.44804,0.14231
933023802,-0.014526,-0.158276,0.115953,0.367734,0.248366,0.440851,0.165262,-0.079519,-0.021383,-0.662768,1.01715,0.408873,0.23054,0.13915,0.47942,-0.121501
933023900,-0.330812,0.892806,0.057466,0.137218,0.704276,0.002268,-0.339292,-0.334639,-0.003953,-0.099444,0.336671,0.602778,0.27441,0.2142,0.20409,-0.201387
933024001,-0.432619,-0.312882,-0.303045,0.069985,0.299022,-0.411679,0.487686,0.692651,0.028562,0.737946,0.516332,-0.158745,-0.0245,0.37859,-0.48043,-0.170049
933024002,-0.427128,-0.125002,-0.095821,-0.026064,0.932232,-0.018694,-0.638379,0.25691,0.314145,-0.28263,0.130962,0.086358,0.16343,-0.07371,-0.20281,-0.085632
933024100,-0.163313,0.620995,0.356027,-0.439071,0.248366,0.064892,-0.932826,0.400486,0.053663,0.437884,0.586635,0.87662,-0.17944,0.74641,0.33996,-0.123518
933024200,0.321635,1.026956,0.168528,-0.064483,-0.308858,0.535996,-0.119523,0.270677,-0.176948,-0.268961,0.533443,0.723616,0.12582,0.36203,0.75625,-0.111414
933024301,-0.291037,0.876259,0.368291,0.684693,0.425664,0.46057,0.142519,0.946189,0.138535,-0.864328,-0.380142,0.065437,0.76698,-0.16098,0.17864,-0.342664
933024302,-0.041517,1.252556,0.668181,0.262081,-0.942068,-0.108039,0.943732,0.371295,-0.246424,0.225941,-0.312138,-1.065523,0.23716,0.10302,-0.33468,-0.20134
933025001,0.254955,-1.797425,-0.620826,-1.265085,-0.739441,0.696961,-0.875071,-1.107976,-0.945881,0.271147,1.112778,-0.335554,-1.49365,0.13463,0.10823,0.778942
933025002,1.693151,-1.247462,-1.166488,-1.361133,-1.423307,1.839539,-1.012133,-2.162339,-0.928467,-0.503086,-0.140848,-0.65914,-1.36048,-0.9811,0.98216,1.187804
933025100,-2.212758,5.392978,0.92789,-1.956632,-2.284471,-2.385196,-1.330803,5.743149,-1.005741,4.859587,2.980261,1.271847,-1.39432,4.88291,-1.25003,-1.066603
933026002,-0.27773,0.723069,0.068224,-0.631167,-0.638127,-0.671573,-0.225248,0.660277,-0.730353,0.457623,0.337248,-0.074511,-0.57852,0.61645,-0.47778,0.049746
933026004,0.095765,-0.869257,-0.115558,-0.544724,-0.536814,-0.399149,-0.15,0.013241,-0.556954,-0.620897,0.694579,-0.248574,-0.64515,-0.00184,-0.29779,0.319655
933026005,0.049249,-0.442952,-0.451895,-0.890497,-0.28353,-0.533027,-0.244863,-0.530263,-0.832097,-0.363796,-0.71898,0.17542,-0.68445,-0.35705,-0.34397,0.458971
933026006,0.968097,-1.773737,-1.193335,-1.063384,-1.246008,0.489233,-1.04182,-1.17509,-0.853912,-0.448044,-0.94051,-0.749642,-1.37141,-0.99787,-0.04167,1.087965
933026007,-0.082542,-0.337719,-0.261729,-0.73682,-0.663456,-0.77416,-0.528371,1.125114,-0.888632,0.426732,-0.313532,-1.100308,-0.9438,0.1647,-1.11727,0.335397
933026008,1.03161,-0.494217,-1.310567,-0.75603,-1.37265,0.333787,0.317158,-1.851932,-0.450308,-0.790471,-1.57528,-1.057609,-0.55451,-1.62207,-0.02256,0.861036
933028000,0.672932,-1.663458,-1.200304,-0.448676,-0.536814,-0.029578,-0.397789,-0.888387,-0.442104,-0.928906,-0.208879,-1.100308,-0.77519,-1.08925,-0.43006,0.752436
933028101,0.472631,-0.622101,-0.955397,-0.708006,-0.663456,-0.028944,-0.707681,-1.060827,-0.092517,-0.996029,-0.403484,-0.777499,-0.56855,-1.04523,-0.24367,0.64494
933028102,-0.178887,-1.282461,-0.495543,-0.746425,-0.232873,-0.412882,-0.877001,-0.06851,-0.693325,0.027813,0.991152,0.201336,-1.06098,0.36203,-0.31879,0.417975
933028200,-0.456357,0.499406,0.1353,-0.122112,0.501649,-0.826053,-0.188596,1.202989,-0.353876,0.105063,-0.012839,0.183447,-0.02397,0.4257,-0.5993,-0.1996
933028300,-0.389357,0.007871,0.894552,0.290895,-0.410172,-0.253855,0.915962,0.560072,-0.268407,1.06893,0.377736,0.287742,-0.02476,0.94756,-0.0233,-0.317001
933028401,-0.453016,0.688146,0.71088,0.886394,0.147052,-0.480256,2.174015,0.306612,0.496318,0.249255,0.92166,-0.262445,0.97954,0.38924,-0.16879,-0.686767
933028402,-0.214072,-1.431531,0.049673,-0.074088,-0.334187,-0.35048,0.064424,-0.027167,-0.304574,0.375853,-0.101241,0.111256,-0.53497,0.18044,-0.27017,0.199553
933028501,-1.007723,0.029008,1.948738,1.539522,0.400336,-1.159685,1.68797,2.14328,0.007724,2.224201,1.884523,-0.308654,0.44928,2.18912,-0.78388,-1.087865
933028502,0.46435,-0.611112,-0.751011,-0.775239,-0.308858,0.190727,-0.964629,-0.646747,-0.544019,-0.745271,-0.12073,0.474748,-0.69875,-0.40896,0.29161,0.554006
933028601,0.202046,-0.216207,-0.852241,-0.640772,-0.334187,-0.068325,-0.925199,-0.223768,-0.486888,-0.5876,0.266457,0.292044,-0.6309,-0.19957,0.04322,0.417496
933028602,0.249812,-0.418829,-0.896975,-0.583143,-0.562142,-0.344546,-0.694537,-0.354184,-0.63589,-1.052048,-0.585289,-0.690995,-0.63915,-0.83791,-0.52574,0.580904
933028603,0.58388,-0.508763,-1.076057,-1.351528,-0.815426,0.036316,-1.162018,-0.447959,-0.904267,-0.579096,-0.478977,-0.0747,-1.13693,-0.54252,-0.08432,0.797975
933028701,-0.173976,-0.167018,-0.43739,-0.266184,-0.384844,-0.647354,-0.175071,0.173305,-0.265922,-0.089338,0.483192,-1.075926,-0.44057,-0.1047,-0.84097,0.184593
933028702,0.340288,-1.699457,-0.985323,-1.226666,-0.866083,0.129227,-0.831605,-0.933516,-0.716864,-0.637959,-1.173566,-0.755963,-1.17582,-1.05492,-0.43833,0.957917
933028706,-0.5045,1.119131,0.550916,1.030466,0.400336,-0.014281,0.387192,0.46198,-0.054496,1.399798,1.033928,-1.012721,0.33368,0.90673,-0.44685,-0.544315
933028708,-0.559558,0.510776,-0.863569,0.396548,0.628291,-1.052218,0.736857,-0.048783,0.031527,0.534851,-1.145467,-1.082764,0.34459,-0.60756,-1.25729,-0.114501
933028709,-0.985206,2.220154,0.22467,0.761532,1.666754,-1.41419,1.589713,2.207563,0.054397,1.092881,2.823859,-0.982315,0.94901,1.42607,-1.29218,-1.151431
933028710,0.889737,0.146413,-1.261846,0.079589,-1.296665,0.53947,0.365587,-1.391093,0.384634,-1.627517,-0.905496,-1.100308,0.21403,-1.75068,0.24042,0.515513
933028711,0.342438,0.051474,-0.833217,-0.727215,-0.967396,-0.238619,-0.248522,-0.058586,-0.388933,-0.137236,0.15143,-1.0343,-0.64894,-0.35829,-0.49776,0.423291
933028712,0.026877,1.008475,-1.243185,0.905604,-0.612799,0.308037,1.354378,-0.628367,0.117647,-1.407615,-2.024594,-1.100308,0.93258,-1.80903,-0.22974,0.092994
933028713,-0.198063,0.166356,-0.723018,1.558731,-0.587471,0.355577,1.76494,-1.258619,0.870601,-1.05271,-1.860051,-1.069113,1.23065,-1.74358,-0.07469,-0.075146
933028714,0.657475,0.816616,-1.068347,0.59825,-1.170023,0.588393,1.07419,-1.157877,0.406472,-1.627517,-1.538292,-1.100308,0.74496,-1.85278,0.23163,0.260641
933029002,-0.732287,0.178841,-0.132324,0.434968,-0.004918,-1.369661,-0.200269,1.401515,-0.568618,2.383593,1.370926,-0.788491,-0.68112,1.5406,-1.29419,-0.303194
933029003,0.187374,-0.5878,-0.644611,-1.01536,-0.587471,-0.579393,-0.910357,0.407269,-0.645759,-0.868388,-0.070892,-0.565287,-0.87401,-0.4013,-0.65775,0.543356
933029004,1.591024,-0.833553,-1.282553,-0.99615,-1.271336,-0.174557,-0.693599,-1.081384,-0.629113,-0.649303,-0.905496,-1.076734,-1.06317,-1.18798,-0.20721,0.967789
933029005,0.161254,-0.645138,-0.523198,-0.861683,-0.992724,-0.450713,-0.721377,-1.183632,-1.005741,-1.245923,-0.147773,-0.568945,-0.99809,-0.68193,-0.43699,0.732143
933029101,-0.436542,-0.410549,0.16403,0.185242,0.248366,-0.820983,-0.572618,0.572257,-0.629946,0.040595,0.368619,-0.560159,-0.44718,0.34721,-0.86622,0.029036
933029102,-0.174093,-0.031607,-0.433774,-0.631167,-0.207545,-0.691032,-0.610833,0.618212,-0.5194,-0.330096,0.197676,-0.300887,-0.55922,0.02068,-0.65459,0.226155
933029201,0.233542,-0.186146,-0.912246,-1.149827,-0.714112,-0.495363,-1.070116,-0.06711,-0.768339,-0.673531,-0.590619,-0.972372,-0.96927,-0.66872,-0.7989,0.672422
933029203,-0.138443,-0.781253,-0.722079,0.329315,-0.511485,-0.441532,0.08458,0.288194,-0.116621,-0.400227,-0.802034,-0.898013,-0.17473,-0.67278,-0.72783,0.248709
933029204,0.069384,0.152903,-0.990039,-0.861683,-0.28353,-0.295771,-0.637011,-0.279937,-0.682165,-0.648332,-0.21561,-0.734482,-0.62031,-0.59847,-0.59939,0.479742
933040002,0.316928,-0.006302,-0.634821,-1.361133,-0.334187,0.301774,-1.275798,-0.95809,-0.890145,-0.700788,0.790637,0.612091,-0.9825,-0.00892,0.40419,0.58241
933040003,0.324279,-0.506219,-1.200057,-0.813659,-0.688784,-0.577404,-0.622422,-0.680642,-0.915516,-0.76257,-1.599403,-0.918933,-0.84908,-1.17144,-0.82601,0.777979
933040004,0.13249,-0.699224,-0.916109,-0.784844,-0.612799,-0.253004,-1.064564,-0.964489,-0.965775,-0.58121,-0.992343,-0.424244,-1.01211,-0.74595,-0.47034,0.758304
933040101,-0.461645,1.224613,0.629685,-0.189345,-0.359515,-0.855938,-0.787546,0.325237,-0.720896,1.951575,0.041631,0.153234,-0.66906,1.31726,-0.49002,-0.144812
933040102,-0.759221,0.945719,0.174057,0.358129,1.438799,-1.181586,-0.641263,0.724931,-0.483686,0.948921,-0.769645,-0.607466,0.05107,0.35902,-1.2928,-0.292995
933040201,-0.350628,-0.313642,-0.137959,-0.419861,0.501649,-0.811261,-0.831161,0.492714,-0.788052,0.792276,0.096243,-0.726237,-0.75755,0.40904,-1.06675,0.154869
933040202,-0.191409,-0.571768,-0.806448,0.06038,0.628291,-0.730658,-1.175744,1.058554,-1.005741,0.085078,-1.330279,-0.458592,-0.61256,-0.25378,-1.07016,0.304909
933040301,-0.22119,-1.148655,-0.595452,-0.515909,-0.055575,-0.807468,-1.037584,0.418799,-0.967264,-0.448044,0.439335,-0.353902,-1.01106,0.04298,-0.84873,0.443439
933040303,-0.352255,-0.325256,-0.91246,-0.23737,0.071067,-0.833384,-1.020231,0.268383,-0.96948,0.409132,-0.271624,-0.161079,-0.85275,0.12415,-0.849,0.329069
933040304,0.075137,-1.317362,-0.876151,-1.024965,-0.587471,-0.634315,-1.079678,0.071873,-0.917782,-0.130493,-0.219045,-0.00131,-1.26837,-0.12513,-0.57204,0.671963
933040305,0.513568,-0.813396,-1.045165,-1.053779,-0.536814,-0.475654,-0.808419,0.138739,-0.62389,-0.873203,-1.210245,-0.772227,-0.83348,-0.99412,-0.71522,0.720186
933040401,0.309112,-1.119131,-1.053859,-1.188247,-0.587471,0.160444,-1.221175,-0.893793,-0.972828,-0.654451,-0.84118,-0.186589,-1.18051,-0.76049,-0.19944,0.884608
933040402,0.265618,-0.807507,-1.003063,-0.506304,-0.815426,0.346141,-0.947419,-1.293837,-0.905028,-0.148002,0.342234,-0.146772,-1.07268,-0.24027,0.11278,0.679847
933041002,-0.292373,0.109932,-0.428568,-0.688796,0.096395,-0.821797,-0.795777,0.162931,-0.7648,0.627147,-0.322538,-0.858291,-0.78022,0.08667,-1.08127,0.277209
933041003,0.024088,-0.86725,-0.846139,-0.794449,-0.334187,-0.584106,-0.74187,-1.097079,-0.726656,-0.383415,-0.370235,-0.900714,-0.9483,-0.6695,-0.81026,0.660029
933041004,1.00764,-1.890773,-0.445535,-1.620463,-0.182217,0.644944,-1.147366,-0.097154,-0.521543,-0.432524,-0.332812,-0.218267,-1.14817,-0.49777,0.14194,0.813273
933050000,0.210298,-1.743738,-0.716935,-1.351528,0.071067,0.558101,-1.100404,-0.980554,-0.892761,-0.237423,-0.067502,-0.335034,-1.22279,-0.44462,-0.15024,0.803683
933050101,-0.084518,-1.377893,-0.650664,-1.207456,0.400336,-0.016858,-1.196518,-0.570907,-0.617704,0.136975,-0.363997,-0.072374,-1.03389,-0.25809,-0.42053,0.60675
933050102,0.4115,-1.530571,-1.114164,-1.341924,-0.536814,0.526264,-1.258535,-1.987392,-1.005741,-0.772627,0.57252,-0.302343,-1.40582,-0.62929,0.09339,0.993868
933050103,0.453455,-1.093684,-0.775238,-1.389948,-0.612799,0.166295,-0.843192,-0.376629,-0.813601,-0.906728,-0.573911,-0.275211,-1.02778,-0.71901,-0.17379,0.789841
933050201,0.151986,-1.69472,-1.254485,-1.082594,-0.4355,-0.565211,-1.214626,0.099421,-0.924356,0.346819,0.046381,-0.639589,-1.48657,-0.13712,-0.87158,0.762338
933050202,0.330351,-0.900052,-0.82801,-1.034569,-0.004918,-0.20261,-1.255135,-1.032319,-1.005741,-0.266026,-0.858414,-0.510724,-1.10505,-0.65088,-0.52428,0.770154
933050203,0.268843,-1.031959,-0.847274,-0.99615,-0.612799,-0.446847,-1.102372,-0.283905,-1.005741,-0.578133,-0.932626,-0.824275,-1.15898,-0.70962,-0.78166,0.791811
933050205,0.537219,-1.195038,-0.30854,-1.207456,-0.891411,1.781735,-0.909922,-0.992175,-0.925331,-0.978807,1.421372,-0.005467,-1.09411,-0.08061,0.9582,0.728414
933050206,0.859113,-0.930029,-1.160304,-1.245875,-0.815426,0.106049,-1.096215,-1.309881,-0.864637,-0.670403,-1.529608,-0.756215,-1.13983,-1.23554,-0.28648,1.017373
933050207,0.208409,-1.125481,-0.944284,-1.121013,-0.384844,-0.558171,-1.094371,0.362061,-0.871966,0.026058,-0.915143,-0.847901,-1.19313,-0.46464,-0.96758,0.705363
933050301,0.414609,-1.231113,-1.115068,-1.351528,-0.815426,-0.531413,-1.252721,-1.38463,-1.005741,-0.790471,0.721973,-0.720763,-1.50235,-0.51746,-0.55314,0.937281
933050303,0.105644,-0.639943,-0.827005,-1.072989,-0.334187,-0.590563,-1.013615,-0.627043,-0.875321,0.225941,-0.843324,-0.935289,-1.13477,-0.48095,-0.92958,0.683355
933050306,-0.712385,-1.006569,0.396418,0.636669,0.830918,-1.435934,-0.742791,2.120384,-0.585588,1.224572,-0.138707,-0.907785,-0.51047,0.85548,-1.62466,-0.195066
933050307,-1.266541,1.626117,1.864272,2.077392,2.603904,-1.529275,0.056001,2.835941,-0.394646,2.510347,0.06907,-0.804854,0.84576,1.92827,-1.63649,-1.306522
933050308,-0.785631,-0.053649,0.651991,0.588645,2.097337,-1.123107,-0.720728,1.465741,-0.870782,0.555643,0.253478,-0.413201,-0.05976,0.8113,-1.2828,-0.388059
933050309,-0.731067,-0.05203,0.447056,0.031565,1.033545,-1.367408,-0.996456,1.677562,-1.005741,1.708708,-0.989107,-0.925133,-0.6618,0.82026,-1.71155,-0.109902
933050401,0.012757,-0.45256,-0.915689,-0.679191,-0.587471,-0.264387,-0.242217,-0.566164,-0.695155,-0.052977,-0.967668,-0.858672,-0.71653,-0.68031,-0.67935,0.551772
933050403,0.297026,-1.25267,-0.938559,-1.159432,-0.967396,-0.269827,-0.901862,-0.874299,-0.92803,-0.149443,-1.037721,-0.993394,-1.31359,-0.77128,-0.7207,0.904028
933050404,-0.00886,-0.646472,-1.376691,-1.207456,-0.030246,-0.703835,-0.297044,-0.301195,-0.911804,-0.404538,-0.688779,-1.100308,-0.87367,-0.87004,-1.15673,0.651013
933050405,0.410832,-0.708452,-0.967614,-1.332319,-0.688784,-0.326165,-0.492885,-1.085483,-0.835826,0.523287,-1.440874,-1.100308,-1.15273,-0.77274,-0.78867,0.809488
933050406,0.230839,-0.638826,-1.103634,-1.802955,0.273694,-0.57906,-1.330803,-1.471568,-1.005741,-0.561144,-1.320786,-0.966874,-1.19468,-1.15073,-1.01194,0.938828
933050500,0.735661,-1.615915,-0.649246,-1.313109,-0.967396,0.459686,-0.989174,-0.586944,-0.979167,-0.385306,0.400836,-0.169693,-1.40635,-0.19925,0.16357,0.852969
933050601,-0.41725,-0.683812,-0.790524,-0.775239,0.197709,-1.022703,-0.987181,1.634155,-0.67003,-0.130493,0.26854,-0.830194,-0.84064,0.08318,-1.34114,0.283008
933050602,-0.324973,-0.597502,-0.44389,-0.659982,-0.055575,-0.687031,-1.051252,0.143868,-0.809774,0.382571,0.312303,-0.767374,-1.01387,0.20766,-0.96924,0.374838
,,,,,,,,,,,,,,,,0.374838
