ID,Z_HAI,Z_LU,Z_DR,Z_LI,Z_GT,Z_DAV,Z_I,Z_LP,Z_NL,Z_CC,Z_LA,Z_DMR,Z_1960C,FAC_1,FAC_2,FAC_3,FAC_4
9330001.01,-0.407811,0.269347,0.80041,-0.135785,0.452356,-0.454172,-0.720428,2.03979,-0.099272,0.657919,0.200127,-0.471794,-0.850425,0.89071,-0.71882,0.28428,-0.56258
9330001.02,-0.396776,-0.037876,0.114523,0.428176,0.430198,-0.349156,-0.05683,1.516342,0.325294,0.185265,-0.117835,-0.246004,-0.804072,0.70413,-0.10869,-0.07522,-0.50067
9330002.01,-0.271485,-0.115093,0.183414,0.121676,-0.079433,-0.085457,-0.519753,0.703854,0.270793,0.284752,-0.08723,0.624802,-0.32205,0.43744,-0.37281,0.14339,0.08693
9330002.03,0.050299,0.471613,-0.422039,-0.013185,0.40804,0.791861,0.084394,-0.120335,1.908086,0.332396,-0.907069,-0.69519,0.250792,0.73076,0.32356,-1.36524,0.54513
9330002.04,-0.11938,-0.05836,0.073335,-0.577145,0.252935,0.152992,-0.404075,0.819634,0.182238,0.491746,-0.37937,0.166781,-0.493359,0.53219,-0.51466,-0.26117,-0.01089
9330003.01,-0.540666,1.40501,0.681909,0.661116,1.44946,0.379163,1.515144,0.212704,1.61172,-1.923021,-0.998979,-0.414899,0.823975,1.04624,1.66054,-0.86106,0.54546
9330003.02,-0.5588,2.552083,1.015979,0.477216,0.939829,0.405864,1.86165,-0.050004,1.407711,-1.026997,-1.001985,-1.082404,1.072972,1.08704,1.51534,-0.94544,0.55029
9330004.01,-0.397024,0.088245,0.126947,0.244276,0.496672,0.589509,1.706168,0.700474,0.975709,-1.103664,-0.181707,0.786729,0.837371,0.48248,1.08902,-0.14589,0.86002
9330004.02,-0.25177,0.177358,0.688959,0.048115,0.851198,0.32115,1.994132,-0.002072,1.232359,-1.270646,-0.916138,-0.302318,0.800016,0.3541,1.47968,-0.64812,0.4658
9330005,-1.234326,0.075299,2.908101,1.090217,-0.234538,-0.757835,1.073722,1.253433,-0.316934,-1.382806,2.538693,0.22996,0.246751,-0.39331,1.10694,2.59242,-0.38028
9330006.01,0.023549,0.493781,-0.088924,0.158456,-0.566906,1.363237,0.901271,0.463095,1.12276,-0.778445,-0.595859,0.675082,0.825061,0.23495,0.89635,-0.53001,1.30177
9330006.02,-0.323002,-0.624602,0.239423,0.979877,-0.234538,1.268582,0.158968,0.455017,1.075545,-0.478586,-0.703706,1.376862,0.535644,0.32089,0.56875,-0.1217,1.29264
9330007.01,0.951394,-0.390056,-0.141991,0.244276,-0.8328,2.446679,-0.014037,-0.315833,0.134223,0.239349,0.192723,0.704171,1.245612,-0.59718,0.23907,-0.06092,1.95802
9330007.02,3.854333,-0.026048,-0.399027,-0.074485,-1.497537,4.450139,0.906,-0.700458,0.427664,-0.140184,-0.65124,0.062475,1.42925,-1.45815,1.22962,-1.37675,3.22786
9330008.01,0.487208,1.736319,-0.323831,-2.121908,-0.433959,-2.016872,0.036278,2.40882,-0.975957,-0.049716,-0.282837,2.825849,-0.709895,1.37467,-1.42865,0.39022,-0.07577
9330008.02,4.46867,-1.161864,-0.987002,-0.601666,-1.630484,3.366249,-0.557601,-1.307872,-0.395144,0.432464,-0.306175,-0.284512,1.546086,-2.01172,0.16258,-1.10926,2.69109
9330009,0.328191,-0.361501,0.920164,1.359937,-0.810643,2.818568,1.609846,0.667624,0.373635,-1.037177,0.975857,0.416086,1.552309,-0.78271,1.68158,0.68644,2.03033
9330010.01,0.350013,-0.121155,-0.000526,1.163777,-0.433959,1.923591,1.260835,0.677989,1.02768,-1.107546,0.555478,1.475968,0.501877,-0.1197,1.33274,0.19124,1.57534
9330010.02,-0.120527,-0.221121,0.634137,2.046498,-0.101591,3.55868,0.640087,0.205918,1.301605,-1.069684,0.119661,-0.17156,0.350596,-0.34719,1.82688,-0.24595,1.64996
9330011,-0.215193,1.350278,0.481937,0.697896,0.673935,0.421027,0.503731,0.455017,1.000922,-0.357165,-0.311191,0.906892,0.337111,1.09352,0.44038,-0.22804,0.83352
9330012,0.017473,0.047258,0.08386,-0.417765,-0.21238,0.808504,0.087306,0.294732,0.398704,-0.256162,-0.594814,0.394759,1.307092,0.2375,0.07331,-0.27978,1.16317
9330013.01,-0.56097,0.01294,0.476548,0.415916,1.382987,0.32733,0.603041,1.126575,1.947595,-0.220567,-0.737923,1.656666,0.560294,1.66371,0.26344,-0.41426,1.17907
9330013.03,-0.382641,-0.377763,0.38278,0.268796,1.028461,0.437688,0.817565,0.443771,1.09588,-0.899596,-0.644412,-1.084666,0.397981,0.36014,0.97912,-0.65419,0.07508
9330013.04,-0.608272,1.830269,0.576972,0.501736,1.161408,0.37344,0.454005,0.688822,2.261101,-0.810828,-1.078463,0.305016,0.416886,1.76974,0.76787,-1.01432,0.81611
9330014.01,-0.37793,-0.613475,-0.009139,0.207496,0.984145,0.286857,0.422621,1.171548,3.481313,0.049856,-1.054223,0.913186,0.251809,1.65701,0.43625,-1.20736,0.99671
9330014.02,-0.920075,1.855986,0.582492,1.274117,1.914776,0.262749,0.776544,1.554155,3.673066,-0.422501,-0.18442,-0.201707,0.205636,2.47556,1.02312,-1.06503,0.68206
9330015.01,-0.276289,0.560749,-0.228722,0.072635,0.762566,0.598733,-0.466919,-0.153074,1.657189,0.354181,-0.88686,-0.443914,0.529362,0.99922,-0.02675,-1.11738,0.62477
9330015.02,-0.295012,0.440516,0.157316,0.268796,0.629619,0.489907,0.620191,0.634432,1.352301,-0.321049,-0.709535,-0.819835,0.838001,0.77027,0.63422,-0.81217,0.54331
9330016.01,-0.749,-0.13411,0.930904,1.151517,1.028461,0.134301,0.501808,1.772339,2.288172,-0.372036,-0.057525,1.330093,-0.187034,1.53453,0.57856,0.02158,0.68415
9330016.04,-0.581304,0.290032,0.16133,0.403656,0.496672,-0.233026,0.490352,0.974834,0.864422,-0.45672,-0.770623,1.163071,-0.027141,1.03314,0.24513,-0.21786,0.34583
9330016.05,-0.92553,-0.859657,1.510155,0.501736,1.028461,-0.045672,0.74622,1.10085,1.086987,-1.296639,-0.091024,-0.588362,0.228458,0.38801,1.06613,0.25834,-0.11716
9330016.06,-1.132779,0.873107,0.69876,1.421237,-0.411801,-0.956009,0.836485,0.841438,0.945648,-2.155126,-0.023085,-1.339887,-0.934893,-0.00606,1.75039,0.08864,-1.34594
9330017.01,-0.488002,1.31353,0.312379,0.477216,1.205724,0.438889,0.019821,1.033458,2.475839,-0.179651,-0.956879,-0.363823,0.369135,1.79955,0.43455,-1.2043,0.69486
9330017.02,-0.549097,1.504026,0.171782,0.452696,0.984145,0.058134,0.280635,0.642726,2.43919,-0.742503,-0.432828,0.723046,0.508383,1.67018,0.58347,-0.74046,0.82969
9330018.01,-0.631923,1.288823,0.403379,0.820497,1.183566,0.273098,-0.060688,1.114613,3.11854,-0.035756,-0.872763,-0.135435,0.488536,2.05454,0.45851,-1.1844,0.84067
9330018.02,-0.299413,-0.295722,0.256697,-0.380985,0.164304,0.217731,-0.01435,0.340805,0.776116,0.136166,-0.704014,1.185936,1.587502,0.72514,-0.29662,-0.1104,1.32748
9330019,-0.320089,-1.363341,0.205724,-0.049965,0.230777,0.823541,-0.228294,0.392465,0.192591,0.046219,0.076349,-0.014166,1.59503,-0.04777,-0.11617,0.23789,1.01991
9330020,0.816927,-0.698941,-0.672924,0.477216,-0.456117,2.815703,0.580151,0.277338,0.500541,-0.305135,-0.252498,0.64937,1.38311,-0.36366,0.69752,-0.5089,2.13019
9330021,7.655049,-1.47409,-0.889399,-0.834606,-1.918536,7.084472,-0.527373,-0.648637,0.152874,0.001384,-0.860257,1.018968,3.357049,-2.28669,0.63643,-1.9312,6.20267
9330022,-0.724047,0.843585,1.637709,2.095538,0.275093,0.956279,2.126312,1.711226,0.140543,-1.973679,1.949249,1.140809,0.617933,0.16856,1.88173,1.7019,0.89278
9330023,2.534401,-1.112608,-0.635973,-0.466805,-1.475379,3.519801,-0.135238,-0.66438,-0.158477,0.355035,-0.559785,0.225151,2.475474,-1.32791,0.19068,-0.75123,3.05459
9330024,3.011637,0.277602,-0.640701,-0.564885,-1.431063,3.643183,-0.002617,-1.114875,-0.388695,0.025222,-0.513121,0.747093,2.62513,-1.15035,0.27525,-0.81429,3.4279
9330025,1.720285,-0.694933,-0.437503,-0.613926,-1.2538,2.646363,0.003717,-0.960844,-0.328786,-0.111918,-0.230692,-0.647092,2.615826,-1.36431,0.36943,-0.50446,2.27669
9330026,1.609717,-0.774948,-0.542901,-0.037705,-1.032221,3.233573,0.447238,-0.437527,0.297907,-0.235827,0.345614,-1.212429,1.891764,-1.35828,0.93349,-0.61605,2.02156
9330027.01,0.444432,0.135478,-0.936601,0.452696,-0.478275,2.614033,1.612233,0.021936,0.982021,-1.001887,0.170112,0.321999,1.013852,-0.41142,1.47388,-0.64294,1.65807
9330027.02,0.617273,-0.151395,-0.553762,1.838078,-0.965748,2.772906,2.862554,0.86902,1.410494,-2.376168,-0.236817,-1.025213,0.635959,-0.93936,3.11124,-0.88107,1.18197
9330028,1.857975,-2.103239,-0.030681,-0.331945,-1.56401,4.10213,0.133122,-0.683391,0.236107,-0.188004,-0.707243,1.487355,2.741135,-1.42495,0.55058,-0.31641,3.6556
9330029,0.484263,-1.123686,0.615884,-0.221605,-1.165169,1.145068,-0.8426,-0.01607,-0.589218,0.486705,-0.196674,0.403758,1.698985,-0.68493,-0.48059,0.48818,1.46524
9330030,0.298527,-0.21991,0.203121,-0.650706,-0.456117,0.740304,-0.690165,0.012085,-0.060296,0.529455,-0.371078,0.924754,1.82778,0.16294,-0.71139,0.09889,1.5912
9330031.01,0.364334,-1.467189,0.809823,-0.675226,-1.098695,1.228141,-0.81291,-0.3153,-0.458409,0.759219,-0.097432,0.726374,3.182306,-0.6186,-0.75016,0.69401,2.28287
9330031.02,-0.240208,-0.516146,0.600401,-0.062225,-0.234538,0.310702,-0.351652,0.03507,0.615913,0.267097,-0.574559,-0.213822,1.426074,0.14845,-0.10715,-0.0948,0.85232
9330032,-0.47117,-0.740148,0.625797,-0.099005,-0.035117,0.034796,-0.363954,0.671847,0.780152,0.49213,-0.416686,0.49213,1.588011,0.58248,-0.41847,0.15069,1.05428
9330033.01,-0.324521,-0.326161,0.195291,-0.356465,-0.057275,0.269822,0.110686,-0.13504,0.492063,-0.487382,-0.61176,-0.421856,1.45214,0.007,0.27649,-0.27863,0.64974
9330033.02,-0.549903,-0.518058,0.520379,0.060375,0.939829,0.278219,0.563811,1.009645,2.337739,-0.569406,-0.786615,0.540333,0.863328,1.1757,0.58978,-0.62161,0.94948
9330034.01,-0.761616,0.127475,0.360072,0.501736,1.493776,0.124942,-0.221352,1.143771,3.037456,-0.279061,-0.827155,-0.70399,0.543292,1.72687,0.45917,-1.1466,0.5049
9330034.02,-0.423372,0.252616,0.653716,0.256536,0.673935,0.105387,-0.026266,1.129652,1.863349,0.122421,-0.662504,0.847083,1.454657,1.49022,-0.05228,-0.33544,1.36057
9330035.01,-0.553127,0.179058,0.560044,0.452696,1.405144,0.258954,0.553398,1.349666,1.610382,-0.388412,-0.384365,-0.012615,0.839648,1.36791,0.45266,-0.42212,0.73128
9330035.02,-0.5097,0.601179,0.556359,0.305576,0.740408,0.034008,-0.447316,1.289885,1.482499,0.2861,0.096401,3.018895,0.395382,1.82187,-0.61537,0.38307,1.44012
9330036.01,-0.458709,-0.12664,-0.066576,0.440436,1.117092,0.255151,-0.063041,0.763144,2.303651,0.216485,-0.762001,-0.347433,0.781481,1.34816,0.18121,-0.99974,0.69729
9330036.02,-0.316586,-0.777897,-0.259011,0.293316,0.607461,0.468307,-0.202117,0.362032,1.536672,0.053441,-0.91357,-0.415937,0.592961,0.63075,0.18195,-0.87763,0.51386
9330037.01,-0.498541,0.332222,1.311822,-0.233865,-0.566906,0.146821,-0.361125,0.31401,0.134558,-0.024379,-0.118674,0.367424,2.44284,0.30497,-0.24166,0.63869,1.41358
9330037.02,-0.760934,0.134358,1.766468,0.673376,0.053514,0.047753,-0.268941,0.634432,0.099747,0.347912,0.78866,1.061446,1.474982,0.5491,-0.28334,1.3216,1.09321
9330038,-0.641935,0.035027,2.01677,0.587556,-1.098695,-0.362054,-0.20426,0.201495,-0.523988,-0.232839,0.878415,0.915688,0.486373,-0.40498,0.08713,1.67875,0.2759
9330039.01,-0.434469,-0.843882,2.022895,-0.417765,-1.298116,0.067085,-0.661951,-1.136367,-0.960785,0.229522,2.31238,2.102494,1.482401,-1.13475,-0.55474,2.61253,1.08657
9330039.02,-0.32852,-0.68385,0.954065,-0.049965,-0.921432,-0.404174,-0.439733,0.076861,-0.621771,0.406594,1.840895,1.234553,-0.559993,-0.65656,-0.45924,1.71737,-0.23063
9330040.01,-0.931017,-0.520314,2.442702,0.133936,-1.342432,-0.626504,-0.830813,-1.898357,-0.943316,0.222212,2.214715,0.006582,1.264453,-1.49332,-0.17804,2.45977,-0.02585
9330040.02,-0.650304,-1.703306,2.269042,-0.000925,-1.143011,-0.477903,-0.533861,-1.017144,-0.941576,-0.13609,2.492684,0.054944,0.986946,-1.70629,-0.00635,2.57533,-0.10532
9330041.01,-0.43636,0.010446,1.946703,-0.246125,-1.120853,-0.138637,-0.417449,-0.62425,-0.911979,-0.073479,1.963316,1.05761,1.04269,-0.86898,-0.23613,2.14946,0.54947
9330041.02,0.225466,-0.958883,0.717499,-0.111265,-1.320274,0.434494,-0.200513,0.089926,-0.728741,0.136647,0.779029,0.247311,0.646475,-1.00793,-0.08615,1.00726,0.47485
9330042,0.448647,-0.387802,0.531647,-0.773306,-0.94359,1.760234,-0.69782,-0.691524,-0.823445,0.135363,0.043537,0.828467,2.470322,-0.68177,-0.44588,0.5322,2.11441
9330043.01,0.970148,0.161889,0.590854,0.084895,-1.165169,2.519192,0.552163,-0.783473,-0.461669,-0.80677,0.191555,-0.246004,1.93801,-1.23086,0.98043,0.16163,1.90135
9330043.02,2.421539,-1.656221,-0.580482,-0.687486,-1.431063,3.248308,0.610575,-0.795464,-0.286364,-0.388164,-0.41997,-0.566442,2.873057,-1.83871,0.78114,-0.67388,2.72031
9330044,2.219095,-0.738006,0.456058,-0.380985,-1.298116,3.865692,-0.622661,-0.955352,-0.656419,0.384208,0.549391,2.314517,1.459801,-1.25184,-0.1583,0.47175,3.25307
9330045.01,0.708498,-0.308189,0.927343,-0.160305,-1.497537,1.600493,-0.557456,-0.700458,-0.975406,0.323461,0.613288,-0.289865,2.153602,-1.22088,-0.11098,0.79841,1.60152
9330045.02,0.162045,-0.065721,1.155772,-0.246125,-1.320274,1.070267,-0.197557,-0.614089,-0.939498,0.035976,0.968648,1.188791,1.831244,-0.87075,-0.1532,1.35065,1.56574
9330046,-0.539581,-0.591166,2.106259,0.354616,-1.187326,-0.092597,-0.257901,-0.673821,-0.859793,-0.445492,2.017107,1.062058,0.924808,-1.16254,0.15686,2.3476,0.44529
9330047.01,0.428623,-0.549093,1.464125,-0.331945,-1.408905,0.311221,-1.037981,-1.158878,-1.014732,0.475167,2.319776,1.256387,0.868197,-1.32883,-0.60761,2.09721,0.80967
9330047.02,-0.711152,0.366367,2.2952,0.366876,-1.519694,-0.392489,0.589845,-0.969342,-1.054183,-0.481021,2.567768,2.171611,0.682011,-1.11853,0.33693,2.84666,0.47119
9330048,-0.031007,-1.635681,1.24471,0.133936,-1.386747,0.340782,-0.592321,-0.643939,-0.871223,-0.104144,1.722222,1.380509,0.350427,-1.45094,-0.12531,1.9595,0.47071
9330049.01,0.202125,-0.106888,0.850869,-0.380985,-1.497537,-0.187502,-0.324935,-0.946277,-0.829023,0.06559,1.131751,0.727021,-0.563524,-1.18059,-0.11842,1.18812,-0.26346
9330049.02,0.218026,-0.308189,0.996848,-0.295165,-0.63338,-0.129355,-0.781094,0.176518,-0.85408,0.567697,1.506701,3.241985,-0.935032,-0.13626,-0.99403,1.78354,0.47241
9330050.02,-1.156523,1.09874,2.177701,1.507058,0.607461,-0.514795,-0.252222,0.763144,-0.185631,0.184395,2.049193,2.172985,0.378711,0.95912,-0.30559,2.25042,0.59953
9330050.03,-1.10051,0.35792,1.46316,1.580618,-0.101591,-0.910042,-0.734951,-0.339169,-0.758263,0.485228,2.483604,1.949337,0.062984,0.05809,-0.54953,2.49196,0.00625
9330050.04,-1.241704,0.479997,1.43555,1.274117,0.71825,-1.104065,0.31089,1.139014,-0.469334,-0.091629,2.422393,1.454141,-0.073503,0.63342,-0.12167,2.21461,-0.25852
9330051.01,-0.271144,-0.452758,0.391571,-0.417765,0.031356,0.347363,-0.464874,-0.012486,0.825048,0.833205,-0.106447,1.401925,2.637935,0.7107,-0.77629,0.28125,1.97605
9330051.02,-0.278211,0.967005,0.456058,-0.111265,0.563145,0.170129,-0.742335,0.865447,2.101986,0.295011,-0.443263,0.47527,0.68042,1.55015,-0.29778,-0.60543,0.99387
9330052.01,-0.694723,1.433635,0.835808,0.391396,1.75967,0.248863,-0.301214,2.258638,2.263727,0.206766,0.105347,-0.297586,0.748627,2.33787,-0.10451,-0.485,0.86337
9330052.02,-0.463731,-0.067469,0.369404,0.097155,0.740408,0.170206,-0.137748,0.476963,2.111148,0.262224,-0.550434,-0.199636,0.816225,1.0887,0.10284,-0.68665,0.69752
9330053.01,-0.346746,0.554737,0.003184,0.219756,0.540988,0.240838,-0.440562,0.688499,1.519996,0.669935,-0.571888,1.095519,2.174314,1.55597,-0.57159,-0.37117,1.80625
9330053.02,-0.090863,-0.308563,-0.249858,-0.368725,0.009199,0.148315,-0.721854,-0.111317,0.818997,0.557016,-0.458666,0.862295,3.014581,0.71136,-0.76886,-0.13253,1.92456
9330054.01,-0.191294,0.01017,0.676027,-0.638446,-0.500432,0.257929,-0.236161,0.28614,0.556478,0.439123,-0.252498,1.408071,3.075142,0.6168,-0.6207,0.41304,2.16848
9330054.02,0.013165,-1.335111,-0.319484,-0.111265,0.341567,0.385325,-0.227676,0.18573,1.788971,-0.008891,-0.574559,-0.012615,2.14123,0.46155,0.03908,-0.62168,1.37957
9330055.01,-0.98675,0.793939,1.464079,0.967617,0.71825,-0.359376,-0.433045,1.936838,0.801912,0.413383,0.844041,3.746445,1.525173,2.08318,-0.88259,1.56012,1.967
9330055.02,-1.0197,0.807288,1.58418,1.016657,0.053514,-0.489523,-0.604077,1.032561,-0.067443,0.667215,1.45323,2.355946,0.755975,1.05647,-0.78,1.85918,0.92414
9330056.01,-1.223725,1.467075,2.696138,2.009718,0.71825,-0.456209,-0.927763,3.611341,-0.144402,0.746186,2.381443,3.363055,1.080384,2.30457,-1.16265,2.88809,1.64115
9330056.02,-0.694413,0.176637,1.787634,0.109416,-0.500432,-0.156528,-1.080337,1.033773,-0.787469,0.810169,1.953443,0.966566,1.541601,0.22909,-1.04097,2.10195,0.93453
9330057.01,-1.768629,3.692294,3.298322,5.270883,6.878139,-0.616958,0.582338,3.669806,5.20949,0.423225,1.547927,2.804983,0.388765,6.37714,0.56441,0.56212,1.89372
9330057.02,-1.204879,2.541897,2.088439,1.838078,2.291459,-0.058386,-0.700824,2.290116,2.685746,0.633893,1.736434,0.631221,1.660542,3.09575,-0.2893,0.80563,1.56746
9330058,-1.941284,3.529146,3.305524,6.337505,5.703771,0.124881,0.088133,-0.012781,0.028901,-0.462229,0.066563,2.101637,0.432949,3.65657,0.77297,1.33326,1.05604
9330059.06,-0.986502,1.453729,2.292253,2.585939,-0.323169,-0.081003,-0.689113,-0.949131,0.219195,-0.078761,3.336176,-0.017105,1.07806,-0.28446,0.52432,2.46815,0.38606
9330059.07,1.400609,-1.247734,0.170251,-0.601666,-1.630484,0.522194,0.220311,-1.286664,-0.421229,-0.974952,0.456376,-0.843902,-0.984377,-2.19503,0.93407,0.12553,-0.57232
9330059.08,0.633485,-0.887253,0.504028,-0.282905,-1.386747,0.270938,0.306221,-0.157214,-0.542157,-0.368596,0.435608,-0.69519,-0.755642,-1.43237,0.54828,0.40648,-0.5222
9330059.09,-0.675195,0.561202,1.625892,1.139257,-1.497537,-0.568905,0.202275,-1.948372,-0.73337,-1.40936,1.970117,-0.043146,-0.929562,-1.74942,1.23035,1.86561,-1.1112
9330059.1,-0.481461,-1.377128,1.487592,1.347677,-1.408905,-0.640416,-0.268734,-1.508716,-0.761032,-1.197957,2.189794,0.231005,-0.640067,-2.0441,0.91339,2.21184,-0.94643
9330059.11,-0.311967,-0.485011,1.45052,1.298637,-1.741273,-0.511001,0.745189,-1.74815,-0.853502,-2.427127,1.772484,-1.134716,-0.667198,-2.52753,2.03098,1.69853,-1.38017
9330059.12,-0.124154,-0.508749,1.01217,0.195236,-1.497537,-0.369851,0.911659,-0.898451,-0.37961,-1.644574,0.073141,-1.633637,-0.777178,-1.79779,1.57912,0.40255,-1.29013
9330060.01,-1.067312,-2.104933,2.728047,0.820497,-0.544748,-0.562057,0.406312,-1.120976,-0.904989,-0.360487,2.309565,0.05014,0.302149,-1.72393,0.63701,2.67608,-0.58582
9330060.02,-1.049582,-0.097995,2.409426,1.041177,-0.500432,-0.611754,-0.285767,-1.429572,-0.81617,-1.099043,2.916448,0.432176,-0.196331,-1.32799,0.67505,2.70684,-0.67505
9330061,-0.971096,-1.243244,3.023825,0.219756,-0.699853,-0.322112,-0.174116,-1.518825,-0.852666,-1.054301,2.373114,-0.515268,0.320664,-1.87061,0.77063,2.54003,-0.62249
9330062,-0.659293,-1.374105,2.162898,-0.589406,-0.101591,-0.509149,-0.207093,-2.095223,-0.978577,-0.338,2.6593,1.709387,0.782089,-1.37695,-0.16366,2.67586,0.1797
9330063,-0.892487,-0.387322,2.254979,0.795977,-0.788485,-0.621265,0.126859,-0.388396,-0.923511,-0.932058,2.850866,1.540262,0.70397,-0.99887,0.38827,2.95138,0.15526
9330064,-1.224934,0.272954,2.824423,2.144578,-0.8328,-0.738499,0.105151,-0.627377,-0.839146,-1.715828,3.167694,-0.158923,1.075086,-1.27917,1.24661,3.11356,-0.27256
9330065,-1.105904,0.918762,2.589441,1.936158,-0.921432,-0.548878,0.03126,-1.058172,-0.76838,-2.453741,2.09464,-0.220677,1.07493,-1.2197,1.54794,2.4431,-0.18105
9330066,0.237586,0.327075,1.140039,0.513996,-1.541852,0.582884,1.909395,-0.601199,-0.209762,-2.558152,0.38715,-0.37812,-0.767989,-1.69858,2.34794,0.55702,-0.45742
9330067.01,-1.221772,-1.366262,2.814005,1.911638,0.119988,-0.617432,0.518751,-1.113842,-0.718287,-1.103034,3.461764,0.589248,0.012336,-1.45778,1.0946,3.24324,-0.62563
