ID,Z_HAI,Z_LU,Z_DR,Z_LI,Z_GT,Z_DAV,Z_I,Z_LP,Z_NL,Z_CC,Z_LA,Z_DMR,Z_1960C,FAC_1,FAC_2,FAC_3,FAC_4
9330229,-0.327125,-0.254926,0.103116,0.182976,0.341567,-0.077868,-0.196318,0.435214,0.183553,-0.0244,-0.044643,1.276173,0.507844,0.5489,-0.30021,0.31457,0.60449
9330230.01,0.71352,-0.065521,-1.157046,-0.405505,-0.544748,0.069107,-0.582674,-0.425208,-0.286407,0.684341,-0.329086,-0.366989,-0.338007,-0.31406,-0.52574,-0.61473,-0.16955
9330230.02,-0.683254,0.696177,1.184819,0.906317,0.851198,0.049698,0.175432,0.544311,-0.238919,0.092818,0.552653,-0.978766,-0.354209,0.38768,0.27005,0.48328,-0.48257
9330231,0.786829,0.323115,-0.867037,-0.086745,-0.433959,0.71771,-0.112804,-0.724013,0.046148,-0.430225,-0.732949,-1.10588,0.318443,-0.50733,0.41195,-0.96868,0.1913
9330232,0.485038,-0.713598,-0.221885,-0.466805,-0.478275,0.571017,-0.769396,-0.715865,-0.086396,0.593218,-0.831522,0.279041,0.040356,-0.34696,-0.47967,-0.42688,0.41855
9330233,-0.274615,-0.276308,0.162884,-0.135785,0.230777,0.120231,-0.111167,0.655449,0.247012,-0.079577,-0.95841,-0.903729,0.600122,0.32556,0.02618,-0.51738,0.12216
9330234,-0.105029,-0.630795,-0.397516,0.207496,-0.278854,0.044992,-0.21819,0.648089,-0.229864,0.372407,-0.696551,-0.009951,0.437701,0.12375,-0.3207,-0.19587,0.23125
9330235.02,-0.152827,-0.916207,-0.533716,-0.724266,-0.63338,-0.663018,-0.181271,0.640799,-0.423385,-0.473103,-0.146504,-0.048318,-0.168064,-0.38635,-0.19274,0.10592,-0.52462
9330235.03,-1.477067,1.245316,1.491227,2.573679,1.648881,-1.153384,1.083993,0.424994,0.191096,-2.246187,1.99259,-0.48724,-0.790509,0.40764,1.71366,1.48179,-1.31089
9330235.04,-0.784368,1.205449,0.44732,0.587556,-0.079433,-1.015944,0.449809,0.369377,-0.062594,-0.785606,0.949548,0.24222,-0.96371,0.20449,0.46659,0.74371,-0.94563
9330236,0.851737,-1.593215,-0.936141,-1.153366,-0.433959,1.19943,-0.925227,-1.321162,-0.262242,0.607096,-0.997604,-0.420361,-0.171366,-0.97208,-0.49191,-0.9307,0.25879
9330237,-0.317454,0.431611,0.133223,0.170716,0.009199,-0.025033,0.120854,0.072018,-0.047395,-0.113013,0.26068,0.836835,-0.530893,0.19824,0.01997,0.30428,-0.06325
9330238.01,-0.202856,-0.94075,-0.663783,-0.356465,-0.012959,0.108525,0.166496,-0.6158,0.128435,-0.101343,-0.474228,-0.745347,0.316246,-0.44098,0.1702,-0.49215,-0.20003
9330238.02,-0.015973,-0.636776,0.12757,-0.062225,-0.057275,0.542106,0.311282,-0.127523,0.152563,-0.224781,-0.65124,-0.096619,0.209362,-0.22405,0.33445,-0.28832,0.26631
9330239,-0.427123,-0.818235,0.244646,0.035855,-0.301012,-0.214271,-0.32525,0.028422,-0.027146,-0.03612,-0.173074,-0.72941,0.294722,-0.32537,0.00336,0.11958,-0.27118
9330240.01,-0.493178,-0.849389,-0.471714,0.293316,-0.433959,-0.394584,0.297354,-0.14744,0.037523,-0.212178,-0.004068,-0.688162,-0.249143,-0.52278,0.35063,-0.01782,-0.70196
9330240.02,-0.446682,-1.087875,0.101048,-0.258385,0.673935,0.097408,-0.758018,0.262309,0.45071,0.672426,-0.404891,0.187286,0.593662,0.50915,-0.67396,-0.11708,0.40632
9330241,-0.081564,-0.743971,0.009906,-0.393245,-0.234538,0.285887,-0.780049,-0.133225,-0.223303,0.575199,-0.074628,-0.388553,1.16186,-0.18634,-0.58806,0.08878,0.52333
9330242,-0.312494,0.340555,0.103475,0.612076,0.230777,0.500321,-0.317971,0.017311,-0.128018,0.363471,-0.132515,0.745592,0.878133,0.48019,-0.30473,0.18992,0.86168
9330243.01,-0.00531,-0.465207,0.275627,0.330096,-0.145906,0.600203,-0.605857,0.094939,0.016156,0.080723,-0.65124,0.131924,-0.170206,-0.02433,-0.0811,-0.14581,0.26568
9330243.02,-0.003481,-0.521657,0.310963,0.366876,-0.965748,-0.189872,0.18975,0.337162,-0.459907,-0.281313,-0.641655,-0.946909,-0.984377,-0.71073,0.46779,-0.06981,-0.88564
9330250.01,0,0,0,0,0,0,0,-1.447591,-1.045577,0,0.029305,0,0,-0.65782,-0.02835,0.25591,-0.24302
9330250.02,2.76341,-0.897458,-1.123374,-1.521167,-1.298116,1.648294,-1.086055,-1.871459,-0.959402,0.8407,-1.04423,-0.363118,-0.730835,-1.66882,-0.57858,-1.21679,0.4923
9330251,-0.011741,-3.141835,-1.623646,-0.009286,-0.01053,-0.689796,-1.560615,1.516342,-1.105144,2.565281,-1.648094,-1.868869,-0.984377,-0.05534,-1.81935,-0.92492,-1.34437
9330260.04,0.313839,-0.148065,-0.075337,-0.810086,-0.52259,-0.268547,-0.184867,0.113877,-0.816521,0.575306,-0.65124,0.179175,-0.306245,-0.17146,-0.59998,-0.11121,-0.18793
9330260.05,0.179032,1.933315,-0.157625,-1.263706,-0.500432,-0.424318,-1.145346,0.218192,-0.888349,1.221719,0.074864,-0.52801,0.406572,0.51226,-1.36895,-0.09499,0.00899
9330260.06,1.27882,-0.100653,-1.403959,-0.957206,-1.076537,0.264386,-0.421754,-1.410093,-0.801667,0.460233,-0.52034,-0.223146,-0.615039,-1.03915,-0.39537,-0.74841,-0.24665
9330260.07,-0.070559,0.347865,-0.576313,-0.846866,-0.478275,-0.735194,-0.4291,0.473142,-0.630099,0.630011,0.584859,0.51289,-0.984377,0.07254,-0.85535,0.30595,-0.67985
9330260.08,1.627324,-0.735978,-1.227092,-0.405505,-1.475379,0.078023,0.598119,-1.606734,-0.482737,-0.485756,-1.000652,-1.373758,-0.984377,-1.80676,0.80979,-1.09348,-0.8555
9330260.09,-0.452944,-0.741205,0.266994,0.440436,-0.411801,-0.642774,-0.571212,0.422337,-0.825239,0.676878,0.261669,0.227656,0.398277,-0.10733,-0.6651,0.8022,-0.1277
9330260.1,-0.2213,-0.68582,0.2934,0.146196,-1.143011,-0.89095,0.475649,-0.058528,-0.38962,-0.723068,0.049252,-1.542483,-0.984377,-1.16329,0.77261,0.22725,-1.50555
9330270,0,0,0,0,0,0,0,-0.012781,0.028901,0,0.066563,0,0,-0.00866,0.00627,0.02105,-0.00055
9330280,0.661568,-0.758095,-1.135453,-0.074485,-0.722011,-0.08761,-0.783695,-0.979887,-0.507726,0.049405,-1.059589,-0.634577,-0.984377,-0.83691,-0.15648,-0.7958,-0.73613
9330281.01,0.694333,-0.310072,-0.818999,-1.251446,-0.722011,-0.020758,-0.719149,-1.030802,-0.522411,0.96832,-0.91357,-0.547393,-0.691596,-0.58883,-0.75148,-0.80943,-0.46798
9330281.02,-0.236179,-0.604433,-0.345139,-0.479065,0.075672,-0.488009,-0.678809,-0.014588,-0.656145,0.675013,-0.349865,-0.136485,0.073954,0.02475,-0.82274,-0.00516,-0.31247
9330282.01,-0.29309,-0.408183,0.115417,-0.662966,-0.256696,-0.36598,-0.137676,0.671847,-0.250333,0.02154,-0.165273,0.246452,0.84525,0.13712,-0.41475,0.2513,0.27879
9330282.02,-0.528546,0.241599,-0.193477,-0.331945,0.252935,-0.827594,0.245314,1.431183,-0.519372,0.303379,0.472664,0.893257,-0.262072,0.69375,-0.61446,0.53882,-0.27581
9330283,-0.628141,-0.137583,0.808266,0.612076,-0.101591,-0.353449,1.064376,0.335319,0.009569,-1.454444,0.276866,0.157095,0.157894,-0.2769,1.07649,0.65612,-0.22231
9330284.01,-0.573337,1.657052,0.929563,0.967617,0.230777,-0.397569,1.239248,0.891196,0.119287,-1.277135,0.007698,0.269836,-0.32562,0.59085,1.05718,0.33791,-0.22936
9330284.02,-0.100007,0.971497,-0.054638,-0.295165,-0.323169,-0.213606,-0.330114,0.078236,-0.401104,0.148021,-0.225831,0.14374,0.04439,0.24892,-0.36716,-0.02601,-0.00097
9330285.01,-1.193689,-0.259084,1.660917,1.408977,0.607461,-0.989183,0.539852,2.23,-0.21325,-1.071854,2.123786,1.542064,-0.415421,0.55913,0.40185,2.21832,-0.31912
9330285.02,0.894855,-1.03197,-0.828131,-1.055286,-0.589064,0.126841,-1.082953,-0.872373,-0.598085,0.894475,-0.632312,-1.070739,0.342736,-0.7832,-0.82202,-0.63637,-0.07053
9330286.01,0.216725,0.022179,-0.911603,-0.552625,-0.101591,-0.052628,-0.628336,-0.725681,-0.649361,0.705665,-0.781264,0.088608,0.457644,0.00076,-0.79192,-0.49307,0.18387
9330286.02,0.392573,-0.17986,-0.864554,-0.822346,-0.456117,-0.381445,-0.645008,-0.132974,-0.528331,0.707258,-0.814247,0.175941,-0.676957,-0.06104,-0.81665,-0.52834,-0.3896
9330286.03,0.940452,-0.263072,-1.021626,-1.239186,-0.677695,-0.023058,-1.193344,-1.160163,-0.958524,1.137867,-0.555888,-0.843902,-0.056724,-0.69609,-1.07763,-0.64422,-0.26436
9330287.01,0.016698,0.085542,-0.385727,-0.613926,-0.566906,-0.3408,0.024204,0.240442,-0.181948,-0.188454,-0.62192,0.285564,-0.931144,-0.08316,-0.08813,-0.31094,-0.51703
9330287.02,0.493221,-0.849604,-1.266554,-0.834606,-0.854958,0.134283,-0.35811,-0.880199,-0.585084,0.614568,-0.674422,-0.908489,-0.832356,-0.94278,-0.34999,-0.76922,-0.7319
9330287.06,-0.595129,-0.691438,0.332189,0.563036,0.806882,-0.331453,0.618749,0.551709,0.132176,-0.297322,0.552653,-0.307244,-0.887704,0.06245,0.44357,0.35753,-0.80874
9330287.09,-1.010928,0.748103,0.659316,2.120058,0.275093,-0.970953,1.647163,2.588202,0.642855,-1.878019,1.191781,-0.462079,-0.984377,0.5619,1.66189,0.84386,-1.07263
9330287.1,0.711443,0.437199,-1.137166,-0.307425,-1.010063,0.164735,-0.3683,-1.150485,-0.014329,-0.064669,-1.111326,-0.673074,-0.984377,-0.63496,0.1454,-1.12623,-0.53992
9330287.11,0.354694,-0.544482,-0.76695,-0.859126,-0.655538,-0.323372,-0.8729,0.007546,-0.414355,0.262824,-0.461837,-0.707045,-0.984377,-0.47434,-0.52997,-0.4726,-0.82775
9330287.12,0.188765,-0.147571,-0.995402,0.894057,-0.854958,0.087349,0.028061,-0.383773,0.054617,-0.004625,-0.839053,0.676538,-0.984377,-0.26823,0.23655,-0.48316,-0.22608
9330287.13,-0.198486,0.65411,-0.530075,1.139257,-0.63338,-0.10105,1.201323,-0.042726,0.471575,-1.375169,-1.02506,-1.437702,-0.984377,-0.4068,1.59472,-0.90264,-1.00541
9330287.14,0.547932,-0.263072,-1.016433,0.563036,-0.987906,0.212577,-0.330511,-1.218671,0.166686,-0.035359,-1.074561,-1.015976,-0.984377,-0.8451,0.4345,-1.01371,-0.65995
9330287.15,-0.518441,0.310827,-0.730522,0.661116,0.053514,-0.772385,0.076044,0.298953,-0.101323,0.244168,0.616689,0.453764,-0.984377,0.28343,-0.17102,0.27542,-0.77455
9330287.16,-1.015268,0.565225,-0.656342,1.985198,0.82904,-1.093956,1.267388,0.074693,0.498102,-0.856508,0.406533,0.622041,-0.984377,0.56869,0.96335,0.19881,-0.95157
9330290.02,-0.792551,-1.116053,-0.020199,-0.148045,-0.012959,-1.165804,-0.130424,2.16372,-0.649361,0.219697,2.131644,-0.02877,-0.774313,-0.0114,-0.59211,1.45449,-1.11054
9330290.03,-0.103355,0.466428,-0.37288,-0.626186,-0.012959,-0.565509,-0.640684,0.543539,-0.813078,0.832491,-0.62192,-0.077593,-0.520347,0.44985,-0.97372,-0.24335,-0.48388
9330290.04,0.973154,0.128851,-1.309175,-0.957206,-1.010063,-0.284838,-0.614321,-1.214632,-0.619256,0.784105,-0.837748,-0.5143,-0.984377,-0.70863,-0.60635,-0.91127,-0.69106
9330290.05,0.059413,-0.166055,-0.624661,-0.307425,-0.566906,-0.503365,-1.145591,-0.55651,-0.835909,1.305746,-0.961735,-0.975939,-0.608492,-0.23835,-0.99005,-0.53529,-0.80449
9330291.01,-0.588216,0.04113,0.077773,0.256536,0.297251,-0.745537,-0.0523,1.074177,-0.446102,0.155268,0.508736,-0.173338,-0.321614,0.37519,-0.30815,0.49802,-0.61087
9330291.02,-0.16411,-0.628794,-0.358462,-0.773306,-0.190222,-0.722569,-0.269314,0.604067,-0.623739,0.387705,-0.375381,0.829181,-0.198081,0.16163,-0.7879,0.16188,-0.2208
9330292.01,0.485968,-0.45692,-1.033148,-0.736526,-0.677695,-0.455998,-1.346666,-0.454147,-0.883277,1.291528,-0.804602,-0.335665,-0.797547,-0.31118,-1.24246,-0.5325,-0.64345
9330292.03,0.068092,0.074701,-0.740277,-0.344205,-0.52259,-0.398926,-0.286221,-0.416209,-0.443763,0.650538,-0.569025,-0.096322,-0.820221,-0.17616,-0.46798,-0.40552,-0.62546
9330292.04,0.076492,-1.291045,-0.658069,-0.675226,-0.52259,-0.650744,-0.813836,-0.445762,-0.795095,0.986384,-0.91357,0.217672,-0.237786,-0.36867,-1.01324,-0.1942,-0.41398
9330400.02,0.248714,-1.178975,-1.237215,-0.601666,-0.301012,-0.05056,-1.007576,-1.027527,-1.03139,1.009297,-0.360894,0.302262,0.220377,-0.54522,-1.0983,-0.15097,-0.01147
9330400.04,0.459031,0.617822,-0.680643,-1.030766,-0.810643,-0.322071,-0.977129,-0.407738,-0.966118,1.070297,-0.639229,-1.081302,-0.608558,-0.3015,-0.95846,-0.59365,-0.70172
9330400.05,0.280083,-1.176278,-0.986001,-1.104326,-0.52259,-0.672992,-0.873129,0.065717,-0.943015,1.116593,-0.784839,-1.525204,-0.940976,-0.57776,-0.9815,-0.63701,-1.26537
9330400.06,0.300759,0.418362,-0.908748,-0.822346,-0.389643,-0.575374,-0.681283,-0.585429,-0.905071,1.038772,0.149264,-1.38201,-0.856285,-0.42146,-0.7988,-0.37304,-1.13076
9330401.01,-0.774449,0.670154,0.39571,0.207496,1.072776,-0.755605,-1.379193,0.776638,-0.986533,1.423317,1.280934,1.260943,0.40926,1.19244,-1.72884,1.24931,0.21623
9330401.02,-1.006836,0.275534,0.147219,0.232016,1.56025,-1.018455,-1.096123,1.111995,-0.928065,1.011723,1.373299,0.721516,-0.716327,1.13623,-1.41844,1.0889,-0.70172
9330402.02,-0.240456,0.00355,-0.865421,-0.712006,-0.057275,-0.798023,-1.280907,0.757122,-1.006302,1.383655,-0.21818,-0.038379,-0.26198,0.50361,-1.60133,-0.04012,-0.49487
9330402.03,-0.843356,-0.197544,0.339711,0.317836,1.493776,-1.025282,-1.016498,1.99074,-0.903663,1.024936,1.347886,0.991006,-0.583083,1.26245,-1.47334,1.25127,-0.4741
9330402.04,-0.233358,0.748354,-0.445147,-0.797826,0.363725,-0.737688,-1.474194,0.070189,-0.955642,1.403305,-0.043159,-0.116174,-0.412433,0.63165,-1.61157,-0.02961,-0.53555
9330403.01,-0.352047,1.217245,-0.617759,-0.405505,0.319409,-0.842039,-1.471116,0.936092,-1.027804,1.298226,-0.14085,0.773384,-0.134724,1.19226,-1.7735,0.12759,-0.1146
9330403.03,-0.156701,-0.88129,-0.737846,-0.650706,-0.323169,-0.783857,-1.15559,1.080899,-0.95777,1.225772,0.115571,0.944098,-0.027959,0.32037,-1.59766,0.45391,-0.10405
9330403.04,0.204667,0.021539,-1.076356,-1.263706,-0.544748,-0.682603,-1.352873,0.235259,-0.94809,1.372616,-0.158413,-0.60664,0.062564,0.04371,-1.55523,-0.26544,-0.43064
9330403.05,0.38876,-0.814286,-0.925982,-1.361787,-0.500432,-0.536196,-1.300072,-0.207571,-0.879784,1.187251,-0.372549,-0.842264,-0.512934,-0.42884,-1.29607,-0.39354,-0.75688
9330404.01,0.094378,-0.862899,-1.048669,-1.079806,0.075672,-0.213743,-1.160269,-0.739502,-0.989622,1.221936,-0.689288,-0.422069,-0.275503,-0.24923,-1.27788,-0.49288,-0.48752
9330404.02,0.938406,-0.591166,-1.295617,-1.410827,-0.899274,-0.267492,-1.062712,-1.591749,-0.96231,0.874556,-0.501029,-0.763068,-0.597685,-1.0708,-0.90991,-0.66081,-0.69788
9330410.02,-0.440018,-0.5231,-0.232438,0.084895,0.385882,-0.80224,-0.562405,0.512381,-0.806874,0.852132,0.408573,-0.55663,-0.744205,0.0996,-0.76766,0.34833,-0.99815
9330410.04,-0.28782,-0.961654,-0.367158,-0.748786,0.939829,-0.389626,-0.686251,-0.79442,-0.358971,0.803027,-0.690332,1.322312,-0.984377,0.32479,-1.00611,-0.16776,-0.3617
9330410.05,-0.232428,-0.214772,-0.281052,-0.920426,-0.145906,-0.758851,-0.671883,0.46423,-0.907845,0.909474,0.2127,-0.759569,-0.734696,-0.07166,-0.96417,0.13205,-1.00168
9330410.06,0.424655,-0.637207,-1.21361,-0.846866,-0.877116,-0.549672,-1.180774,-0.811242,-0.973583,1.203692,-0.833996,-0.670918,-0.984377,-0.63914,-1.08923,-0.61142,-0.9623
9330500,-0.292439,0.130721,-0.435839,0.084895,0.851198,0.040222,-1.375687,-0.707861,-0.790689,1.108347,-0.171003,-0.112662,-0.269733,0.36676,-1.11419,-0.11413,-0.237
9330501.01,0.158015,-1.85811,-0.401598,-0.675226,0.09783,-0.193684,-1.218574,-1.116776,-0.910744,1.01629,0.194092,-1.119854,-0.199475,-0.946,-0.90648,0.07868,-0.73098
9330501.02,0.439162,-0.522229,-1.079221,-0.993986,-0.367485,0.145221,-1.252367,-1.604171,-1.029037,1.376937,-0.620661,-0.110057,-0.242051,-0.57236,-1.2308,-0.49906,-0.19665
9330501.03,-0.045204,-0.228668,-1.024653,-0.601666,-0.057275,-0.234995,-1.560615,-0.910471,-0.948885,1.517992,-0.590824,-0.39489,-0.417704,-0.05909,-1.42669,-0.44367,-0.50848
9330502.01,0.318086,0.786373,-1.34709,-1.055286,-0.21238,-0.616832,-1.560615,-0.814465,-1.064169,1.503928,-0.347115,0.630517,-0.622706,0.2831,-1.74576,-0.37227,-0.35586
9330502.02,-0.116963,1.051128,-0.74869,-0.859126,0.651777,-0.482207,-1.560615,-0.293291,-0.997688,1.307955,0.296589,-0.450831,-0.468705,0.55856,-1.56049,-0.14726,-0.59426
9330502.03,0.115487,-1.026646,-0.923147,-1.018506,-0.500432,-0.47448,-1.48927,-0.370847,-1.022862,1.406303,-0.574559,-0.382052,-0.800293,-0.38597,-1.43576,-0.29693,-0.78836
9330502.05,0.649634,-1.47409,-0.468255,-1.104326,-0.500432,0.585474,-1.340231,-0.481214,-0.991834,1.092259,-0.528171,0.934262,-0.021749,-0.52623,-1.29192,-0.00978,0.49265
9330502.06,0.972379,-2.10012,-1.2622,-1.459867,-0.766327,-0.048005,-1.560615,-1.270493,-0.929082,1.406834,-0.799421,-0.455406,-0.71993,-1.13958,-1.339,-0.63011,-0.55981
9330502.07,-0.002675,-1.135793,-0.964585,-0.957206,0.075672,-0.546463,-1.445444,-0.606082,-0.965951,1.417824,0.164812,-1.046008,-0.753451,-0.46637,-1.35928,-0.14813,-1.08021
9330503.01,0.478095,-1.468727,-1.113289,-1.337267,-0.94359,-0.505618,-1.222178,-1.492173,-1.023029,1.24503,-0.753481,-0.246004,-0.718705,-1.04472,-1.19949,-0.41997,-0.78315
9330503.03,0.083901,-0.265025,-0.944559,-0.920426,-0.433959,-0.576294,-1.211624,-0.371592,-1.03281,1.41024,-0.467994,-0.438098,-0.758056,-0.17893,-1.3483,-0.33244,-0.80328
9330503.06,-0.950018,-0.01356,0.066114,0.317836,0.71825,-1.248162,-0.693143,2.342946,-0.801376,0.641348,1.28383,0.255609,-0.872333,0.95307,-1.0671,1.08126,-0.95878
9330503.07,-1.53435,0.49325,1.687728,2.438819,4.99472,-1.308135,0.838803,2.964049,-0.086396,-0.205625,2.822173,-0.227133,-0.685911,2.46119,0.06925,1.7458,-1.03893
9330503.08,-1.087244,-1.214663,0.617198,0.599816,0.651777,-1.117707,-0.841517,1.552535,-0.848405,1.149614,1.061801,-0.595725,-0.731295,0.34477,-0.99799,1.14997,-1.17454
9330503.09,-0.962324,1.849402,-0.254293,0.501736,1.959091,-1.151796,-1.248558,1.763976,-0.946067,1.286169,1.006572,0.535376,-0.984377,2.03069,-1.6832,0.5934,-0.76637
9330504.03,0.511293,-0.802603,-0.990481,-1.128846,-0.877116,-0.523436,-1.173488,-0.893559,-1.025417,1.287474,-0.157652,-0.979524,-0.912382,-0.8964,-1.10984,-0.31582,-1.04043
9330504.05,0.317807,-1.115104,-0.820124,-1.006246,-0.544748,-0.616401,-0.72372,-0.075132,-0.823445,0.627047,0.144065,-1.231526,-0.984377,-0.81826,-0.68274,-0.15708,-1.23082
9330504.06,0.448399,-0.194946,-1.163848,-1.030766,-0.079433,-0.542824,-1.560615,-1.331027,-1.050621,1.530599,-0.069742,-1.272715,-0.817074,-0.50501,-1.37423,-0.51124,-1.07994
9330504.07,-0.290486,-0.928191,-1.385512,-0.932686,0.053514,-0.936618,-1.002309,0.702476,-0.88191,1.056937,0.174982,-1.199902,-0.984377,-0.08264,-1.2189,-0.23328,-1.40846
9330504.08,0.466812,-0.658585,-1.391091,-0.908166,-0.101591,-0.62457,-0.92462,-1.007051,-0.840487,0.920517,0.073745,-1.308903,-0.984377,-0.71162,-0.85754,-0.51097,-1.26714
9330504.09,0.634508,-0.896027,-1.168236,-0.981726,-0.699853,0.080522,-0.525019,-1.0074,-0.701292,0.887094,-1.102939,-1.868869,-0.894619,-1.00515,-0.42942,-1.12566,-1.02772
9330504.1,-0.494914,-0.372056,-1.075481,-0.111265,0.186462,-0.9452,-1.040172,0.352308,-0.97726,1.066423,0.57892,-0.282298,-0.984377,0.12223,-1.18642,0.26043,-1.15344
9330504.11,0.288763,-0.806992,-0.591169,-0.295165,-0.722011,-0.239071,-0.354674,0.068636,-0.687907,0.328976,-0.810736,-1.454521,-0.570123,-0.68806,-0.18782,-0.53252,-0.86475
9330504.12,0.393689,0.009983,-0.915576,-0.405505,-0.8328,-0.211446,0.703012,-0.629793,-0.465397,-0.500664,-1.001985,-1.868869,-0.864758,-0.97363,0.69175,-0.99644,-1.18835
9330504.13,-0.096969,-0.950702,-0.744072,-0.405505,-0.63338,-0.883271,-0.528723,0.05571,-0.775593,0.449607,1.912099,-1.868869,-0.984377,-1.13308,-0.36196,0.66031,-1.69017
9330505.01,0.358786,-0.92952,-0.717551,-1.067546,-0.877116,-0.242827,-1.560615,-0.518532,-1.073051,1.510319,0.053852,-1.38403,-0.193504,-0.81682,-1.31689,-0.12534,-0.6857
9330505.02,0.854465,-0.930204,-0.216949,-0.773306,-0.722011,0.255494,-1.049969,-0.925017,-0.804271,0.394433,-0.691435,-0.319183,-0.071087,-0.88826,-0.57209,-0.2735,-0.00782
9330506.01,-0.578979,1.077595,-0.580196,-0.062225,0.186462,-0.950044,-1.181467,1.766283,-0.853814,1.286489,0.221008,-0.352697,-0.665256,1.09965,-1.44721,0.13002,-0.76194
9330506.02,-0.404061,1.031697,-0.414744,-0.344205,0.51883,-0.729545,-1.303993,0.584913,-0.675374,0.990084,0.26983,0.556243,-0.717055,0.95105,-1.38741,0.18766,-0.45516
